User,Film,rate
30.0,318.0,5.0
30.0,337.0,5.0
30.0,344.0,2.0
30.0,348.0,5.0
30.0,349.0,5.0
30.0,350.0,4.0
30.0,364.0,3.0
30.0,377.0,4.0
30.0,380.0,4.0
30.0,410.0,4.0
30.0,424.0,4.0
30.0,425.0,4.0
30.0,426.0,2.0
30.0,428.0,5.0
30.0,434.0,4.0
30.0,440.0,4.0
30.0,445.0,4.0
30.0,451.0,4.0
30.0,454.0,5.0
30.0,457.0,5.0
30.0,459.0,4.0
30.0,471.0,4.0
30.0,480.0,4.0
30.0,492.0,4.0
30.0,500.0,4.0
30.0,507.0,4.0
30.0,508.0,5.0
30.0,509.0,5.0
30.0,523.0,2.0
30.0,527.0,5.0
30.0,531.0,3.0
30.0,532.0,2.0
30.0,534.0,4.0
30.0,535.0,4.0
30.0,539.0,3.0
30.0,540.0,4.0
30.0,541.0,4.0
30.0,553.0,4.0
30.0,581.0,3.0
30.0,586.0,4.0
30.0,587.0,2.0
30.0,588.0,5.0
30.0,590.0,5.0
30.0,592.0,4.0
30.0,593.0,4.0
30.0,594.0,3.0
30.0,595.0,5.0
30.0,596.0,4.0
30.0,597.0,4.0
30.0,608.0,5.0
30.0,628.0,5.0
30.0,640.0,3.0
30.0,647.0,5.0
30.0,661.0,2.0
30.0,707.0,3.0
30.0,750.0,3.0
30.0,762.0,3.0
30.0,765.0,3.0
30.0,767.0,4.0
30.0,780.0,4.0
30.0,782.0,3.0
30.0,800.0,4.0
30.0,805.0,5.0
30.0,806.0,1.0
30.0,832.0,4.0
30.0,858.0,5.0
30.0,869.0,2.0
30.0,898.0,5.0
30.0,899.0,4.0
30.0,903.0,4.0
30.0,912.0,5.0
30.0,913.0,5.0
30.0,914.0,4.0
30.0,919.0,4.0
30.0,920.0,5.0
30.0,921.0,5.0
30.0,922.0,5.0
30.0,923.0,5.0
30.0,924.0,4.0
30.0,928.0,5.0
30.0,947.0,4.0
30.0,950.0,4.0
30.0,953.0,4.0
30.0,954.0,4.0
30.0,996.0,3.0
30.0,1018.0,3.0
30.0,1073.0,3.0
30.0,1088.0,4.0
30.0,1089.0,5.0
30.0,1090.0,4.0
30.0,1091.0,1.0
30.0,1092.0,4.0
30.0,1093.0,1.0
30.0,1114.0,3.0
30.0,1124.0,4.0
30.0,1126.0,2.0
30.0,1213.0,5.0
30.0,1244.0,4.0
30.0,1245.0,4.0
30.0,1246.0,4.0
30.0,1247.0,4.0
30.0,1250.0,5.0
30.0,1252.0,5.0
30.0,1259.0,4.0
30.0,1265.0,4.0
30.0,1266.0,5.0
30.0,1267.0,5.0
30.0,1271.0,4.0
30.0,1272.0,5.0
30.0,1277.0,5.0
30.0,1278.0,3.0
30.0,1283.0,4.0
30.0,1285.0,4.0
30.0,1358.0,5.0
30.0,1366.0,5.0
30.0,1370.0,4.0
30.0,1377.0,3.0
30.0,1378.0,4.0
30.0,1380.0,4.0
30.0,1387.0,4.0
30.0,1393.0,4.0
30.0,1394.0,5.0
30.0,1396.0,4.0
30.0,1422.0,4.0
30.0,1440.0,3.0
30.0,1485.0,4.0
30.0,1488.0,4.0
30.0,1523.0,4.0
30.0,1552.0,4.0
30.0,1562.0,3.0
30.0,1566.0,4.0
30.0,1580.0,4.0
30.0,1584.0,5.0
30.0,1588.0,2.0
30.0,1589.0,3.0
30.0,1598.0,4.0
30.0,1608.0,5.0
30.0,1610.0,5.0
30.0,1611.0,2.0
30.0,1620.0,4.0
30.0,1624.0,4.0
30.0,1645.0,5.0
30.0,1672.0,4.0
30.0,1673.0,4.0
30.0,1682.0,5.0
30.0,1686.0,4.0
30.0,1690.0,3.0
30.0,1694.0,5.0
30.0,1701.0,4.0
30.0,1721.0,4.0
30.0,1726.0,2.0
30.0,1729.0,5.0
30.0,1732.0,3.0
30.0,1783.0,4.0
30.0,1785.0,4.0
30.0,1791.0,4.0
30.0,1810.0,3.0
30.0,1834.0,4.0
30.0,1873.0,5.0
30.0,1882.0,2.0
30.0,1884.0,1.0
30.0,1892.0,5.0
30.0,1912.0,4.0
30.0,1917.0,4.0
30.0,1923.0,4.0
30.0,1945.0,4.0
30.0,1947.0,4.0
30.0,1951.0,4.0
30.0,1954.0,5.0
30.0,1955.0,4.0
30.0,1956.0,4.0
30.0,1957.0,4.0
30.0,1958.0,3.0
30.0,1961.0,5.0
30.0,1965.0,4.0
30.0,1968.0,4.0
30.0,1994.0,4.0
30.0,1997.0,5.0
30.0,2000.0,4.0
30.0,2001.0,4.0
30.0,2002.0,3.0
30.0,2003.0,3.0
30.0,2009.0,3.0
30.0,2011.0,4.0
30.0,2012.0,3.0
30.0,2013.0,3.0
30.0,2015.0,3.0
30.0,2023.0,5.0
30.0,2024.0,1.0
30.0,2028.0,5.0
30.0,2054.0,1.0
30.0,2064.0,4.0
30.0,2078.0,3.0
30.0,2082.0,2.0
30.0,2088.0,3.0
30.0,2094.0,4.0
30.0,2105.0,2.0
30.0,2108.0,4.0
30.0,2109.0,3.0
30.0,2112.0,3.0
30.0,2114.0,4.0
30.0,2115.0,4.0
30.0,2116.0,3.0
30.0,2117.0,3.0
30.0,2118.0,4.0
30.0,2122.0,2.0
30.0,2124.0,4.0
30.0,2144.0,3.0
30.0,2148.0,1.0
30.0,2160.0,5.0
30.0,2166.0,4.0
30.0,2193.0,3.0
30.0,2252.0,4.0
30.0,2253.0,3.0
30.0,2255.0,2.0
30.0,2259.0,3.0
30.0,2263.0,2.0
30.0,2264.0,2.0
30.0,2267.0,4.0
30.0,2268.0,5.0
30.0,2269.0,5.0
30.0,2286.0,1.0
30.0,2289.0,5.0
30.0,2291.0,5.0
30.0,2300.0,5.0
30.0,2302.0,4.0
30.0,2307.0,4.0
30.0,2313.0,4.0
30.0,2320.0,4.0
30.0,2321.0,5.0
30.0,2334.0,3.0
30.0,2355.0,5.0
30.0,2371.0,3.0
30.0,2433.0,4.0
30.0,2454.0,4.0
30.0,2457.0,4.0
30.0,2463.0,4.0
30.0,2470.0,4.0
30.0,2517.0,2.0
30.0,2528.0,3.0
30.0,2539.0,4.0
30.0,2574.0,3.0
30.0,2577.0,3.0
30.0,2605.0,4.0
30.0,2611.0,5.0
30.0,2616.0,3.0
30.0,2617.0,3.0
30.0,2639.0,4.0
30.0,2640.0,4.0
30.0,2642.0,1.0
30.0,2671.0,4.0
30.0,2687.0,5.0
30.0,2701.0,2.0
30.0,2749.0,4.0
30.0,2750.0,4.0
30.0,2757.0,2.0
30.0,2762.0,5.0
30.0,2770.0,3.0
30.0,2787.0,4.0
30.0,2791.0,2.0
30.0,2805.0,4.0
30.0,2841.0,4.0
30.0,2861.0,4.0
30.0,2890.0,4.0
30.0,2912.0,4.0
30.0,2929.0,5.0
30.0,2959.0,4.0
30.0,2966.0,4.0
30.0,2973.0,5.0
30.0,2976.0,3.0
30.0,2977.0,2.0
30.0,2989.0,4.0
30.0,3019.0,3.0
30.0,3035.0,4.0
30.0,3053.0,4.0
30.0,3063.0,2.0
30.0,3072.0,4.0
30.0,3074.0,4.0
30.0,3081.0,3.0
30.0,3082.0,3.0
30.0,3087.0,2.0
30.0,3101.0,5.0
30.0,3102.0,5.0
30.0,3104.0,4.0
30.0,3107.0,4.0
30.0,3111.0,5.0
30.0,3114.0,5.0
30.0,3144.0,3.0
30.0,3160.0,5.0
30.0,3173.0,3.0
30.0,3176.0,4.0
30.0,3210.0,4.0
30.0,3418.0,4.0
30.0,3426.0,4.0
30.0,3476.0,2.0
30.0,3478.0,4.0
30.0,3483.0,3.0
30.0,3489.0,4.0
30.0,3513.0,5.0
30.0,3526.0,4.0
30.0,3529.0,4.0
30.0,3536.0,4.0
30.0,3537.0,4.0
30.0,3543.0,5.0
30.0,3549.0,4.0
30.0,3556.0,4.0
30.0,3578.0,4.0
30.0,3638.0,4.0
30.0,3683.0,5.0
30.0,3686.0,4.0
30.0,3701.0,3.0
30.0,3763.0,3.0
30.0,4011.0,4.0
30.0,4012.0,2.0
30.0,4025.0,3.0
30.0,4034.0,5.0
30.0,4111.0,4.0
30.0,4146.0,1.0
30.0,4148.0,5.0
30.0,4226.0,3.0
30.0,4228.0,3.0
30.0,4291.0,3.0
30.0,4326.0,5.0
30.0,4344.0,4.0
30.0,4464.0,4.0
30.0,4474.0,3.0
30.0,4482.0,4.0
30.0,4486.0,4.0
30.0,4488.0,3.0
30.0,4495.0,3.0
30.0,4498.0,4.0
30.0,4499.0,4.0
30.0,4564.0,4.0
30.0,4627.0,2.0
30.0,4628.0,5.0
30.0,4629.0,2.0
30.0,4639.0,4.0
30.0,4643.0,4.0
30.0,4709.0,4.0
30.0,4710.0,4.0
30.0,4728.0,3.0
30.0,4787.0,5.0
30.0,4832.0,3.0
30.0,4886.0,4.0
30.0,4889.0,4.0
30.0,4896.0,4.0
30.0,4929.0,3.0
30.0,4932.0,4.0
30.0,4951.0,3.0
30.0,4954.0,4.0
30.0,4960.0,4.0
30.0,4978.0,5.0
30.0,4979.0,4.0
30.0,4993.0,3.0
30.0,4995.0,5.0
30.0,5060.0,3.0
30.0,5061.0,3.0
30.0,5064.0,5.0
30.0,5122.0,4.0
30.0,5125.0,2.0
30.0,5172.0,4.0
30.0,5187.0,4.0
30.0,5237.0,4.0
30.0,5247.0,3.0
30.0,5334.0,4.0
30.0,5335.0,2.0
30.0,5471.0,3.0
30.0,5506.0,4.0
30.0,5544.0,4.0
30.0,5548.0,4.0
30.0,5620.0,4.0
30.0,5680.0,4.0
30.0,5689.0,4.0
30.0,5707.0,4.0
30.0,5723.0,4.0
30.0,5729.0,3.0
30.0,5742.0,4.0
30.0,5846.0,4.0
30.0,5854.0,4.0
30.0,5857.0,1.0
30.0,5900.0,3.5
30.0,5902.0,4.0
30.0,5923.0,3.0
30.0,5927.0,4.0
30.0,5956.0,5.0
30.0,5961.0,4.0
30.0,5968.0,4.0
30.0,5991.0,5.0
30.0,6103.0,2.0
30.0,6318.0,3.0
30.0,6436.0,5.0
30.0,6440.0,4.0
30.0,6473.0,4.0
31.0,111.0,4.5
31.0,260.0,4.0
31.0,296.0,4.5
31.0,318.0,4.0
31.0,379.0,4.0
31.0,527.0,5.0
31.0,541.0,4.0
31.0,778.0,3.5
31.0,858.0,4.5
31.0,1089.0,4.5
31.0,1091.0,3.0
31.0,1378.0,4.0
31.0,1416.0,3.0
31.0,1957.0,4.5
31.0,1967.0,4.5
31.0,2028.0,4.5
31.0,2502.0,4.0
31.0,2692.0,4.5
31.0,2959.0,5.0
31.0,3072.0,3.0
31.0,3087.0,3.5
31.0,3698.0,4.5
31.0,4886.0,4.0
31.0,4979.0,3.5
31.0,4993.0,4.5
31.0,5995.0,3.5
31.0,8961.0,4.0
31.0,44191.0,4.0
31.0,54503.0,4.0
31.0,58559.0,5.0
32.0,2.0,4.0
32.0,19.0,3.0
32.0,110.0,5.0
32.0,150.0,5.0
32.0,153.0,4.0
32.0,158.0,3.0
32.0,165.0,4.0
32.0,168.0,3.0
32.0,173.0,3.0
32.0,204.0,4.0
32.0,225.0,2.0
32.0,231.0,5.0
32.0,252.0,3.0
32.0,261.0,4.0
32.0,266.0,3.0
32.0,292.0,5.0
32.0,296.0,2.0
32.0,300.0,3.0
32.0,316.0,3.0
32.0,317.0,3.0
32.0,333.0,3.0
32.0,337.0,4.0
32.0,344.0,4.0
32.0,349.0,5.0
32.0,350.0,3.0
32.0,364.0,3.0
32.0,377.0,4.0
32.0,380.0,3.0
32.0,410.0,3.0
32.0,428.0,3.0
32.0,434.0,3.0
32.0,440.0,4.0
32.0,442.0,4.0
32.0,457.0,5.0
32.0,480.0,5.0
32.0,553.0,5.0
32.0,588.0,3.0
32.0,590.0,5.0
32.0,592.0,4.0
32.0,595.0,2.0
33.0,19.0,3.0
33.0,88.0,3.0
33.0,157.0,1.0
33.0,231.0,3.0
33.0,344.0,4.0
33.0,377.0,2.0
33.0,532.0,4.0
33.0,562.0,4.0
33.0,832.0,4.0
33.0,851.0,1.0
33.0,1091.0,4.0
33.0,1259.0,4.0
33.0,1285.0,4.0
33.0,1359.0,3.0
33.0,1394.0,2.0
33.0,1407.0,4.0
33.0,1717.0,3.0
33.0,1967.0,2.0
33.0,1984.0,1.0
33.0,1994.0,5.0
33.0,2005.0,4.0
33.0,2006.0,4.0
33.0,2064.0,5.0
33.0,2088.0,2.0
33.0,2107.0,2.0
33.0,2193.0,2.0
33.0,2371.0,4.0
33.0,2395.0,3.0
33.0,2470.0,4.0
33.0,2502.0,5.0
33.0,2617.0,2.0
33.0,2787.0,4.0
33.0,2891.0,1.0
33.0,2926.0,3.0
33.0,2959.0,4.0
33.0,3007.0,5.0
33.0,3865.0,2.0
33.0,4247.0,3.0
33.0,4248.0,1.0
33.0,4251.0,4.0
33.0,4483.0,5.0
33.0,4488.0,2.0
33.0,4558.0,3.0
33.0,4641.0,3.0
33.0,4643.0,2.0
33.0,4652.0,4.0
33.0,4728.0,3.0
33.0,4809.0,3.0
33.0,4929.0,4.0
33.0,4956.0,3.0
33.0,4974.0,3.0
33.0,4975.0,4.0
33.0,4988.0,3.0
33.0,5483.0,4.0
34.0,6.0,3.0
34.0,21.0,4.0
34.0,70.0,4.0
34.0,110.0,4.0
34.0,150.0,4.0
34.0,198.0,3.0
34.0,253.0,4.0
34.0,260.0,4.0
34.0,288.0,4.0
34.0,293.0,4.0
34.0,296.0,5.0
34.0,316.0,4.0
34.0,337.0,5.0
34.0,377.0,3.0
34.0,407.0,3.0
34.0,442.0,3.0
34.0,482.0,5.0
34.0,527.0,4.0
34.0,541.0,4.0
34.0,562.0,4.0
34.0,581.0,4.0
34.0,593.0,4.0
34.0,595.0,4.0
34.0,599.0,3.0
34.0,608.0,4.0
34.0,678.0,5.0
34.0,750.0,4.0
34.0,858.0,4.0
34.0,912.0,5.0
34.0,913.0,5.0
34.0,919.0,3.0
34.0,923.0,5.0
34.0,924.0,5.0
34.0,940.0,5.0
34.0,1059.0,5.0
34.0,1089.0,4.0
34.0,1090.0,4.0
34.0,1092.0,4.0
34.0,1103.0,4.0
34.0,1213.0,5.0
34.0,1247.0,5.0
34.0,1250.0,4.0
34.0,1252.0,4.0
34.0,1253.0,4.0
34.0,1254.0,5.0
34.0,1259.0,4.0
34.0,1262.0,4.0
34.0,1267.0,5.0
34.0,1272.0,4.0
34.0,1358.0,5.0
34.0,1387.0,3.0
34.0,1396.0,4.0
34.0,1407.0,4.0
34.0,1580.0,3.0
34.0,1589.0,4.0
34.0,1597.0,3.0
34.0,1610.0,4.0
34.0,1645.0,3.0
34.0,1653.0,4.0
34.0,1676.0,3.0
34.0,1690.0,3.0
34.0,1923.0,4.0
34.0,1931.0,5.0
34.0,1954.0,3.0
34.0,1965.0,3.0
34.0,1997.0,5.0
34.0,2009.0,4.0
34.0,2028.0,4.0
34.0,2064.0,5.0
34.0,2105.0,4.0
34.0,2288.0,5.0
34.0,2289.0,5.0
34.0,2527.0,4.0
34.0,2528.0,3.0
34.0,2648.0,4.0
34.0,2657.0,4.0
34.0,2662.0,4.0
34.0,2762.0,4.0
34.0,3035.0,5.0
34.0,3062.0,4.0
34.0,3074.0,4.0
34.0,3168.0,4.0
34.0,3418.0,3.0
34.0,3527.0,4.0
34.0,5060.0,3.0
35.0,24.0,2.5
35.0,247.0,3.0
35.0,468.0,4.0
35.0,838.0,4.0
35.0,914.0,1.5
35.0,1249.0,2.5
35.0,1267.0,1.0
35.0,2105.0,3.5
35.0,2289.0,3.5
35.0,3072.0,5.0
36.0,6.0,3.0
36.0,16.0,3.0
36.0,18.0,4.0
36.0,21.0,3.0
36.0,25.0,4.0
36.0,55.0,4.0
36.0,58.0,5.0
36.0,68.0,4.0
36.0,111.0,4.0
36.0,144.0,4.0
36.0,145.0,3.0
36.0,147.0,3.0
36.0,165.0,3.0
36.0,216.0,3.0
36.0,223.0,5.0
36.0,232.0,5.0
36.0,236.0,3.0
36.0,242.0,4.0
36.0,246.0,4.0
36.0,248.0,2.0
36.0,249.0,4.0
36.0,252.0,3.0
36.0,253.0,4.0
36.0,256.0,3.0
36.0,260.0,5.0
36.0,261.0,4.0
36.0,265.0,5.0
36.0,272.0,4.0
36.0,273.0,3.0
36.0,277.0,3.0
36.0,288.0,4.0
36.0,293.0,5.0
36.0,296.0,4.0
36.0,300.0,4.0
36.0,306.0,5.0
36.0,307.0,5.0
36.0,308.0,5.0
36.0,312.0,3.0
36.0,315.0,5.0
36.0,318.0,4.0
36.0,321.0,5.0
36.0,334.0,4.0
36.0,345.0,4.0
36.0,348.0,3.0
36.0,350.0,3.0
36.0,381.0,3.0
36.0,431.0,4.0
36.0,434.0,3.0
36.0,440.0,3.0
36.0,454.0,3.0
36.0,457.0,3.0
36.0,469.0,4.0
36.0,475.0,4.0
36.0,480.0,3.0
36.0,481.0,4.0
36.0,508.0,4.0
36.0,509.0,4.0
36.0,521.0,4.0
36.0,524.0,3.0
36.0,527.0,5.0
36.0,531.0,4.0
36.0,532.0,3.0
36.0,534.0,4.0
36.0,539.0,3.0
36.0,540.0,3.0
36.0,543.0,3.0
36.0,551.0,3.0
36.0,586.0,2.0
36.0,587.0,3.0
36.0,588.0,3.0
36.0,590.0,3.0
36.0,592.0,3.0
36.0,593.0,4.0
36.0,597.0,3.0
36.0,640.0,3.0
36.0,778.0,5.0
36.0,788.0,2.0
36.0,838.0,4.0
36.0,1367.0,3.0
37.0,364.0,5.0
37.0,595.0,5.0
37.0,902.0,2.0
37.0,912.0,5.0
37.0,920.0,5.0
37.0,940.0,3.0
37.0,1246.0,5.0
37.0,1907.0,5.0
37.0,2028.0,4.0
37.0,2085.0,4.0
37.0,4011.0,3.0
37.0,4034.0,5.0
38.0,16.0,4.5
38.0,110.0,4.0
38.0,293.0,4.5
38.0,296.0,5.0
38.0,306.0,4.5
38.0,318.0,4.5
38.0,364.0,4.0
38.0,527.0,4.5
38.0,588.0,4.0
38.0,590.0,3.5
38.0,593.0,4.5
38.0,778.0,4.0
38.0,838.0,4.5
38.0,858.0,4.5
38.0,926.0,4.5
38.0,1213.0,4.0
38.0,1244.0,4.0
38.0,1682.0,4.0
38.0,2000.0,3.0
38.0,2075.0,4.5
38.0,2324.0,4.5
38.0,2750.0,4.0
38.0,2959.0,4.0
38.0,3578.0,4.5
38.0,4226.0,4.5
38.0,4973.0,4.0
38.0,4993.0,4.0
38.0,4995.0,4.5
38.0,6107.0,5.0
38.0,7234.0,4.0
38.0,8197.0,4.5
38.0,8656.0,4.5
38.0,26587.0,4.5
38.0,44555.0,4.5
38.0,49530.0,4.0
38.0,58559.0,4.5
39.0,6.0,4.0
39.0,16.0,5.0
39.0,21.0,3.0
39.0,22.0,4.0
39.0,69.0,3.0
39.0,70.0,5.0
39.0,73.0,3.0
39.0,76.0,3.0
39.0,110.0,5.0
39.0,145.0,3.0
39.0,150.0,4.0
39.0,153.0,3.0
39.0,160.0,3.0
39.0,162.0,5.0
39.0,165.0,5.0
39.0,168.0,3.0
39.0,170.0,3.0
39.0,175.0,3.0
39.0,177.0,4.0
39.0,180.0,5.0
39.0,198.0,5.0
39.0,220.0,4.0
39.0,223.0,4.0
39.0,231.0,4.0
39.0,253.0,4.0
39.0,273.0,3.0
39.0,285.0,4.0
39.0,288.0,4.0
39.0,293.0,4.0
39.0,296.0,5.0
39.0,315.0,4.0
39.0,316.0,4.0
39.0,330.0,2.0
39.0,332.0,3.0
39.0,333.0,3.0
39.0,338.0,3.0
39.0,344.0,4.0
39.0,380.0,5.0
39.0,426.0,3.0
39.0,434.0,4.0
39.0,457.0,4.0
39.0,553.0,4.0
39.0,588.0,3.0
39.0,590.0,3.0
39.0,592.0,3.0
39.0,593.0,3.0
39.0,595.0,3.0
39.0,606.0,4.0
39.0,648.0,4.0
39.0,662.0,5.0
39.0,663.0,4.0
40.0,260.0,4.5
40.0,2959.0,4.0
40.0,4226.0,5.0
40.0,4993.0,4.5
40.0,8874.0,4.5
40.0,8961.0,4.5
40.0,38061.0,5.0
40.0,44191.0,4.5
40.0,48780.0,5.0
40.0,51540.0,4.5
40.0,58559.0,4.5
40.0,68954.0,4.5
40.0,74458.0,3.5
41.0,2.0,3.5
41.0,110.0,4.0
41.0,165.0,4.0
41.0,172.0,3.5
41.0,173.0,4.0
41.0,196.0,3.0
41.0,233.0,4.0
41.0,253.0,4.0
41.0,260.0,4.0
41.0,262.0,4.5
41.0,316.0,3.5
41.0,327.0,4.0
41.0,329.0,4.0
41.0,332.0,4.0
41.0,377.0,4.5
41.0,380.0,4.0
41.0,426.0,3.0
41.0,435.0,4.0
41.0,442.0,3.5
41.0,457.0,4.0
41.0,541.0,5.0
41.0,592.0,4.0
41.0,648.0,4.0
41.0,674.0,4.0
41.0,780.0,4.0
41.0,849.0,4.0
41.0,917.0,4.0
41.0,919.0,4.0
41.0,924.0,5.0
41.0,986.0,3.5
41.0,1073.0,4.0
41.0,1127.0,3.5
41.0,1371.0,3.5
41.0,1372.0,4.0
41.0,1373.0,4.0
41.0,1374.0,4.5
41.0,1375.0,4.0
41.0,1376.0,4.0
41.0,1552.0,3.5
41.0,1580.0,4.0
41.0,1591.0,4.0
41.0,1676.0,4.0
41.0,1690.0,4.0
41.0,1719.0,4.0
41.0,1772.0,4.0
41.0,1779.0,3.5
41.0,1880.0,4.0
41.0,1917.0,4.0
41.0,1965.0,3.0
41.0,1997.0,4.0
41.0,2001.0,3.0
41.0,2003.0,2.5
41.0,2009.0,4.5
41.0,2011.0,4.0
41.0,2012.0,3.5
41.0,2105.0,5.0
41.0,2117.0,5.0
41.0,2232.0,3.5
41.0,2322.0,3.5
41.0,2454.0,3.0
41.0,2455.0,3.0
41.0,2528.0,4.0
41.0,2640.0,4.0
41.0,2642.0,3.5
41.0,3033.0,4.0
41.0,3175.0,4.0
41.0,3479.0,4.0
41.0,3556.0,4.0
41.0,3593.0,4.0
41.0,3638.0,3.5
41.0,3698.0,3.5
41.0,3699.0,3.5
41.0,3937.0,3.0
41.0,4232.0,4.0
41.0,4443.0,3.5
41.0,4553.0,4.5
41.0,4789.0,5.0
41.0,5618.0,4.0
41.0,5881.0,3.0
41.0,6116.0,4.5
41.0,6264.0,3.5
41.0,6537.0,3.5
41.0,6934.0,4.0
41.0,6951.0,4.0
41.0,8371.0,4.0
42.0,110.0,4.0
42.0,165.0,3.5
42.0,260.0,4.5
42.0,296.0,5.0
42.0,318.0,5.0
42.0,349.0,4.0
42.0,380.0,3.5
42.0,457.0,5.0
42.0,480.0,5.0
42.0,508.0,3.5
42.0,527.0,4.5
42.0,588.0,4.0
42.0,648.0,4.0
42.0,780.0,4.5
42.0,1370.0,3.5
42.0,1573.0,3.0
42.0,1721.0,4.0
42.0,2028.0,4.0
42.0,4886.0,4.0
42.0,4993.0,5.0
42.0,8961.0,4.0
42.0,40815.0,3.5
42.0,44191.0,4.0
42.0,58559.0,4.5
42.0,74458.0,3.5
42.0,111759.0,3.0
43.0,70.0,2.0
43.0,104.0,2.0
43.0,110.0,5.0
43.0,216.0,1.0
43.0,223.0,3.0
43.0,231.0,3.0
43.0,339.0,4.0
43.0,480.0,4.0
43.0,500.0,3.0
43.0,524.0,3.0
43.0,527.0,5.0
43.0,585.0,2.0
43.0,588.0,3.0
43.0,608.0,5.0
43.0,837.0,4.0
43.0,838.0,4.0
43.0,1380.0,3.0
43.0,1544.0,2.0
43.0,1580.0,4.0
43.0,1673.0,3.0
43.0,1726.0,1.0
43.0,1777.0,3.0
43.0,1883.0,3.0
43.0,1895.0,2.0
43.0,1907.0,3.0
43.0,1958.0,4.0
43.0,1968.0,3.0
43.0,1997.0,5.0
43.0,2000.0,2.0
43.0,2003.0,2.0
43.0,2004.0,1.0
43.0,2054.0,2.0
43.0,2082.0,2.0
43.0,2109.0,3.0
43.0,2144.0,3.0
43.0,2160.0,1.0
43.0,2291.0,3.0
43.0,2321.0,4.0
43.0,2355.0,4.0
43.0,2395.0,3.0
43.0,2447.0,3.0
43.0,2454.0,3.0
43.0,2455.0,3.0
43.0,2539.0,2.0
43.0,2671.0,4.0
43.0,2690.0,4.0
43.0,2770.0,3.0
43.0,2791.0,2.0
43.0,2978.0,2.0
43.0,3052.0,3.0
43.0,3114.0,4.0
43.0,3160.0,4.0
43.0,3173.0,3.0
43.0,3515.0,4.0
43.0,3525.0,3.0
44.0,3.0,5.0
44.0,5.0,3.0
44.0,6.0,3.0
44.0,17.0,2.0
44.0,25.0,3.0
44.0,62.0,5.0
44.0,95.0,3.0
44.0,104.0,4.0
44.0,135.0,4.0
44.0,141.0,2.0
44.0,260.0,3.0
44.0,494.0,3.0
44.0,628.0,3.0
44.0,637.0,2.0
44.0,648.0,3.0
44.0,780.0,5.0
44.0,786.0,3.0
44.0,788.0,3.0
44.0,802.0,3.0
44.0,805.0,4.0
45.0,899.0,4.0
45.0,903.0,5.0
45.0,1639.0,3.0
45.0,1673.0,4.5
45.0,2692.0,4.5
45.0,2699.0,2.5
45.0,3052.0,2.5
45.0,3160.0,4.5
45.0,4235.0,4.0
45.0,4995.0,2.5
46.0,73.0,5.0
46.0,1359.0,4.5
46.0,1965.0,5.0
46.0,2153.0,5.0
46.0,2383.0,5.0
46.0,2539.0,5.0
46.0,2605.0,5.0
46.0,4993.0,5.0
46.0,26614.0,5.0
46.0,49530.0,5.0
46.0,58559.0,5.0
47.0,2.0,5.0
47.0,95.0,3.0
47.0,110.0,5.0
47.0,150.0,4.0
47.0,153.0,4.0
47.0,160.0,3.0
47.0,161.0,5.0
47.0,165.0,4.0
47.0,173.0,5.0
47.0,231.0,3.0
47.0,236.0,4.0
47.0,253.0,3.0
47.0,266.0,3.0
47.0,288.0,4.0
47.0,292.0,5.0
47.0,296.0,4.0
47.0,300.0,3.0
47.0,315.0,4.0
47.0,316.0,5.0
47.0,329.0,4.0
47.0,344.0,3.0
47.0,349.0,4.0
47.0,380.0,4.0
47.0,410.0,3.0
47.0,434.0,4.0
47.0,442.0,3.0
47.0,457.0,5.0
47.0,588.0,4.0
47.0,592.0,3.0
47.0,593.0,5.0
47.0,595.0,3.0
48.0,2.0,3.5
48.0,110.0,4.0
48.0,111.0,3.0
48.0,158.0,3.0
48.0,163.0,3.5
48.0,223.0,2.5
48.0,231.0,3.5
48.0,288.0,3.5
48.0,293.0,5.0
48.0,296.0,4.5
48.0,344.0,3.5
48.0,364.0,4.0
48.0,480.0,3.5
48.0,501.0,3.5
48.0,527.0,4.5
48.0,541.0,4.0
48.0,562.0,3.5
48.0,593.0,3.5
48.0,595.0,3.5
48.0,648.0,3.5
48.0,673.0,3.0
48.0,778.0,4.5
48.0,784.0,2.5
48.0,858.0,4.0
48.0,924.0,4.5
48.0,1127.0,3.5
48.0,1407.0,2.5
48.0,1485.0,3.5
48.0,1499.0,2.5
48.0,1544.0,3.5
48.0,1580.0,3.5
48.0,1591.0,3.0
48.0,1676.0,3.0
48.0,1682.0,3.5
48.0,1721.0,4.0
48.0,1732.0,3.5
48.0,1882.0,3.0
48.0,1884.0,4.5
48.0,1917.0,3.5
48.0,1921.0,4.0
48.0,1923.0,3.5
48.0,1997.0,3.5
48.0,2006.0,3.0
48.0,2232.0,3.5
48.0,2288.0,3.5
48.0,2291.0,4.0
48.0,2294.0,3.0
48.0,2324.0,4.5
48.0,2355.0,3.5
48.0,2455.0,2.5
48.0,2617.0,3.5
48.0,2692.0,3.0
48.0,2722.0,2.5
48.0,2762.0,3.5
48.0,2959.0,5.0
48.0,3114.0,3.5
48.0,3527.0,3.0
48.0,3578.0,5.0
48.0,4011.0,4.0
48.0,4226.0,3.5
48.0,4369.0,3.5
48.0,4886.0,3.5
48.0,4973.0,5.0
48.0,4975.0,3.5
48.0,4993.0,4.5
48.0,4995.0,4.0
48.0,5146.0,4.0
48.0,5618.0,4.5
48.0,5902.0,4.0
48.0,5971.0,4.0
48.0,5995.0,4.0
